policy,seed,type,instance,nnodes,nlps,stime,finalgap,50_gap,75_gap,100_gap,150_gap,200_gap,250_gap,300_gap,status,ndomchgs,ncutoffs,walltime,proctime
gcnn:baseline,10,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_9/instance_9.lp,853,1341,5.01813,0.0,0.24231922193613822,0.2136444288478703,0.206294438177005,0.206294438177005,0.1780143928913069,0.1743117981117277,0.16118470461532527,optimal,0,0,5.018154737539589,5.556458588999931
ml-competitor:svmrank_khalil,2,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_10/instance_10.lp,303,869,9.156193,0.0,0.38932025091588884,0.38932025091588884,0.38932025091588884,0.345701379032639,0.3371807627154071,0.2221486222056925,0,optimal,0,0,9.156232101842761,9.163239119999957
ml-competitor:svmrank_khalil,4,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_10/instance_10.lp,614,1687,17.864916,0.0,0.3982946542765309,0.3882761354318696,0.3882761354318696,0.3400526959760689,0.3182686794744685,0.3065365653949208,0.30239035186960284,optimal,0,0,17.864936978556216,17.877859496000042
ml-competitor:svmrank_khalil,6,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_10/instance_10.lp,481,1188,12.158304,0.0,0.3982946542765306,0.3982946542765306,0.3982946542765306,0.3982946542765306,0.3982946542765306,0.2907335270244898,0.22214862220569273,optimal,0,0,12.158322452567518,12.166494997999962
ml-competitor:svmrank_khalil,8,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_10/instance_10.lp,720,1501,15.459277,0.0,0.30783733127944146,0.30783733127944146,0.30783733127944146,0.2907335270244898,0.2907335270244898,0.2907335270244898,0.2641944868369945,optimal,0,0,15.459296367131174,15.47014384800002
ml-competitor:svmrank_khalil,10,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_10/instance_10.lp,400,1065,10.9389,0.0,0.3982946542765303,0.3982946542765303,0.3982946542765303,0.3982946542765303,0.3982946542765303,0.25799527014456486,0.2419433734479664,optimal,0,0,10.938919172622263,10.946306196000023
gcnn:baseline,2,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_10/instance_10.lp,403,1086,5.938702,0.0,0.4144997145886654,0.4144997145886654,0.4144997145886654,0.4144997145886654,0.34739500618508923,0.22926221223920648,0.2177196490276529,optimal,0,0,5.938719441182911,6.444046852000042
gcnn:baseline,4,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_10/instance_10.lp,625,1560,7.701127,0.0,0.3982946542765309,0.3982946542765309,0.3790333346669073,0.3414680282238629,0.33144129802723976,0.33144129802723976,0.3139466215598204,optimal,0,0,7.701158755458891,8.481242731000066
gcnn:baseline,6,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_10/instance_10.lp,638,1636,8.12484,0.0,0.39345971617066056,0.37903333466690703,0.37903333466690703,0.37903333466690703,0.33998408547453085,0.32399434072283356,0.31121541987659945,optimal,0,0,8.124864719808102,8.943244960000015
gcnn:baseline,8,small,../data/instances/setcover/test_100r_200c_0.1d_1mc_0se/instance_10/instance_10.lp,610,1366,7.460187,0.0,0.3025667754198706,0.2676681609160263,0.2550027819803269,0.2490896739079429,0.23856138381559372,0.22976772844429638,0.2221486222056925,optimal,0,0,7.460222586989403,8.111506090000034
