policy,seed,type,instance,nnodes,nlps,stime,finalgap,50_gap,75_gap,100_gap,150_gap,200_gap,250_gap,300_gap,status,ndomchgs,ncutoffs,walltime,proctime
gcnn:baseline,10,small,../data/instances/facilities/test_100_100_5/instance_6.lp,719,886,120.817873,0.0,0.0037757944906881033,0.0036767163377192623,0.0036767163377192623,0.0036458924309144825,0.0036458924309144825,0.00283507160101856,0.0028190414080164665,optimal,0,0,120.81794903427362,116.74151609899991
gcnn:baseline,12,small,../data/instances/facilities/test_100_100_5/instance_6.lp,895,1193,176.291828,0.0,0.0037724723920997453,0.0037724723920997453,0.0037724723920997453,0.003305263191386637,0.0031545724968952173,0.0025485951453018364,0.002320443883217085,optimal,0,0,176.29191737994552,173.74956076300032
ml-competitor:svmrank_khalil,4,small,../data/instances/facilities/test_100_100_5/instance_7.lp,7,69,16.575659,0.0,0,0,0,0,0,0,0,optimal,0,0,16.575732646510005,16.36455897299993
ml-competitor:svmrank_khalil,6,small,../data/instances/facilities/test_100_100_5/instance_7.lp,9,54,12.812152,0.0,0,0,0,0,0,0,0,optimal,0,0,12.812198078259826,12.514882016999763
ml-competitor:svmrank_khalil,8,small,../data/instances/facilities/test_100_100_5/instance_7.lp,7,47,12.271644,0.0,0,0,0,0,0,0,0,optimal,0,0,12.271695287898183,11.953030525000031
ml-competitor:svmrank_khalil,10,small,../data/instances/facilities/test_100_100_5/instance_7.lp,7,109,16.997973,0.0,0,0,0,0,0,0,0,optimal,0,0,16.99803447537124,16.841197372999886
ml-competitor:svmrank_khalil,12,small,../data/instances/facilities/test_100_100_5/instance_7.lp,7,52,11.874027,0.0,0,0,0,0,0,0,0,optimal,0,0,11.87407723069191,11.597698403999857
gcnn:baseline,4,small,../data/instances/facilities/test_100_100_5/instance_7.lp,13,75,9.367725,0.0,0,0,0,0,0,0,0,optimal,0,0,9.367770684882998,10.176747386999978
gcnn:baseline,6,small,../data/instances/facilities/test_100_100_5/instance_7.lp,7,52,6.352675,0.0,0,0,0,0,0,0,0,optimal,0,0,6.352708088234067,7.033317834999707
gcnn:baseline,8,small,../data/instances/facilities/test_100_100_5/instance_7.lp,11,50,5.9493,0.0,0,0,0,0,0,0,0,optimal,0,0,5.949338374659419,6.7578006990001995
gcnn:baseline,10,small,../data/instances/facilities/test_100_100_5/instance_7.lp,7,109,8.788149,0.0,0,0,0,0,0,0,0,optimal,0,0,8.788197219371796,9.476282867999998
gcnn:baseline,12,small,../data/instances/facilities/test_100_100_5/instance_7.lp,7,52,9.698465,0.0,0,0,0,0,0,0,0,optimal,0,0,9.698508186265826,10.09611331799988
ml-competitor:svmrank_khalil,4,small,../data/instances/facilities/test_100_100_5/instance_8.lp,159,343,76.093473,0.0,0.005122907884715941,0.005122907884715941,0.005122907884715941,0.0035598321863964943,0,0,0,optimal,0,0,76.09354910254478,75.55644573100017
ml-competitor:svmrank_khalil,6,small,../data/instances/facilities/test_100_100_5/instance_8.lp,31,176,38.169842,0.0,0,0,0,0,0,0,0,optimal,0,0,38.16992791555822,37.5873255409997
ml-competitor:svmrank_khalil,8,small,../data/instances/facilities/test_100_100_5/instance_8.lp,70,253,58.201923,0.0,0.004700681684633441,0,0,0,0,0,0,optimal,0,0,58.20201447606087,57.95634140200036
ml-competitor:svmrank_khalil,10,small,../data/instances/facilities/test_100_100_5/instance_8.lp,48,195,50.921568,0.0,0,0,0,0,0,0,0,optimal,0,0,50.92165596969426,50.8665243370001
ml-competitor:svmrank_khalil,12,small,../data/instances/facilities/test_100_100_5/instance_8.lp,141,406,63.960297,0.0,0.004313996955473372,0.004313996955473372,0.004313996955473372,0,0,0,0,optimal,0,0,63.960401847958565,62.82822924900029
gcnn:baseline,4,small,../data/instances/facilities/test_100_100_5/instance_8.lp,113,281,53.55693,0.0,0.004798975723978753,0.004697882533751148,0.004507259514860884,0,0,0,0,optimal,0,0,53.55701218359172,52.75009449299978
gcnn:baseline,6,small,../data/instances/facilities/test_100_100_5/instance_8.lp,17,138,27.773918,0.0,0,0,0,0,0,0,0,optimal,0,0,27.77398413605988,28.122766400000273
gcnn:baseline,8,small,../data/instances/facilities/test_100_100_5/instance_8.lp,17,143,29.873648,0.0,0,0,0,0,0,0,0,optimal,0,0,29.87374835461378,30.03165376600009
gcnn:baseline,10,small,../data/instances/facilities/test_100_100_5/instance_8.lp,22,141,37.235707,0.0,0,0,0,0,0,0,0,optimal,0,0,37.235779682174325,37.21566992099997
gcnn:baseline,12,small,../data/instances/facilities/test_100_100_5/instance_8.lp,15,136,31.614698,0.0,0,0,0,0,0,0,0,optimal,0,0,31.614760460332036,30.743373542000427
ml-competitor:svmrank_khalil,4,small,../data/instances/facilities/test_100_100_5/instance_9.lp,223,406,57.347197,0.0,0.0029300627604861144,0.002708587680368201,0.002004911274108558,0.0015448093242989317,0.0005498024563835556,0,0,optimal,0,0,57.347274696454406,57.112753498000075
ml-competitor:svmrank_khalil,6,small,../data/instances/facilities/test_100_100_5/instance_9.lp,191,337,51.479696,0.0,0.0035874538042819796,0.0035874538042819796,0.0035874538042819796,0.0014646650173940625,0,0,0,optimal,0,0,51.479778258129954,51.35370792300046
